chapter,gut_line,text
20,3318,far as the Indus.  Such an empire was possible because the horse
20,3319,and rider and the chariot and the made-road had now been brought
20,3320,into the world.  Hitherto the ass and ox and the camel for desert
20,3321,use had afforded the swiftest method of {114} transport.  Great
20,3322,arterial roads were made by the Persian rulers to hold their new
20,3323,"empire, and post horses were always in waiting for the imperial"
20,3324,messenger or the traveller with an official permit.  Moreover the
20,3325,"world was now beginning to use coined money, which greatly"
20,3326,facilitated trade and intercourse.  But the capital of this vast
20,3327,empire was no longer Babylon.  In the long run the priesthood of
20,3328,Bel Marduk gained nothing by their treason.  Babylon though still
20,3329,"important was now a declining city, and the great cities of the"
20,3330,new empire were Persepolis and Susa and Ecbatana.  The capital was
20,3331,Susa.  Nineveh was already abandoned and sinking into ruins.
21,3343,"And now we can tell of the Hebrews, a Semitic people, not so"
21,3344,important in their own time as in their influence upon the later
21,3345,history of the world.  They were settled in Judea long before 1000
21,3346,"B.C., and their capital city after that time was Jerusalem.  Their"
21,3347,story is interwoven with that of the great empires on either side
21,3348,"of them, Egypt to the south and the changing empires of Syria,"
21,3349,Assyria and Babylon to the north.  Their country was an inevitable
21,3350,high road between these latter powers and Egypt.
21,3352,Their importance in the world is due to the fact that they
21,3353,"produced a written literature, a world history, a collection of"
21,3354,"laws, chronicles, psalms, books of wisdom, poetry and fiction and"
21,3355,political utterances which became at last what Christians know as
21,3356,"the Old Testament, the Hebrew Bible.  This literature appears in"
21,3357,history in the fourth or fifth century B.C.
21,3359,Probably this literature was first put together in Babylon.  We
21,3360,"have already told how the Pharaoh, Necho II, invaded the Assyrian"
21,3361,"Empire while Assyria was fighting for life against Medes, Persians"
21,3362,"and Chaldeans.  Josiah King of Judah opposed him, and was defeated"
21,3363,and slain at Megiddo (608 B.C.).  Judah became a tributary to
21,3364,"Egypt, and when Nebuchadnezzar the Great, the new Chaldean king in"
21,3365,"Babylon, rolled back Necho into Egypt, he attempted to manage"
21,3366,Judah by setting up puppet kings in Jerusalem.  The experiment
21,3367,"failed, the people massacred his Babylonian officials, and he then"
21,3368,"determined to break up this little state altogether, which had"
21,3369,long been playing off Egypt against the northern empire.
21,3370,"Jerusalem was sacked and burnt, and the remnant of the people was"
21,3371,carried off captive to Babylon.
21,3375,There they remained until Cyrus took Babylon (538 B.C.).  He then
21,3376,collected them together and sent them back to resettle their
21,3377,country and rebuild the walls and temple of Jerusalem.
21,3379,Before that time the Jews do not seem to have been a very
21,3380,civilized or united people.  Probably only a very few of them
21,3381,could read or write.  In their own history one never hears of the
21,3382,early books of the Bible being read; the first mention of a book
21,3383,is in the time of Josiah.  The Babylonian captivity civilized them
21,3384,and consolidated them.  They returned aware of their own
21,3385,"literature, an acutely self-conscious and political people."
21,3387,Their Bible at that time seems to have consisted only of the
21,3388,"Pentateuch, that is to say the first five books of the Old"
21,3389,"Testament as we know it.  In addition, as separate books they"
21,3390,already had many of the other books that have since been
21,3391,"incorporated with the Pentateuch into the present Hebrew Bible,"
21,3392,"Chronicles, the Psalms and Proverbs for example."
21,3394,"The accounts of the Creation of the World, of Adam and Eve and of"
21,3395,"the Flood, with which the Bible begins, run closely parallel with"
21,3396,similar Babylonian legends; they seem to have been part of the
21,3397,common beliefs of all the Semitic peoples. So too the stories of
21,3398,Moses and of Samson have Sumerian and Babylonian parallels.  But
21,3399,with the story of Abraham and onward begins something more special
21,3400,to the Jewish race.
21,3402,Abraham may have lived as early as the days of Hammurabi in
21,3403,Babylon.  He was a patriarchal Semitic nomad.  To the book of
21,3404,Genesis the reader must go for the story of his wanderings and for
21,3405,the stories of his sons and grandchildren and how they became
21,3406,"captive in the Land of Egypt.  He travelled through Canaan, and"
21,3407,"the God of Abraham, says the Bible story, promised this smiling"
21,3408,land of prosperous cities to him and to his children.
21,3410,And after a long sojourn in Egypt and after fifty years of
21,3411,"wandering in the wilderness under the leadership of Moses, the"
21,3412,"children of Abraham, grown now to a host of twelve tribes, invaded"
21,3413,the land of Canaan from the Arabian deserts to the East.  They may
21,3414,have done this somewhen between 1600 B.C. and 1300 B.C.; there are
21,3415,no Egyptian records of Moses nor of Canaan at this time to help
21,3416,out the story.  But at any rate they did not succeed in conquering
21,3417,any {117} more than the hilly backgrounds of the promised land.
21,3418,"The coast was now in the hands, not of the Canaanites but of"
21,3419,"newcomers, those AEgean peoples, the Philistines; and their cities,"
21,3420,"Gaza, Gath, Ashdod, Ascalon and Joppa successfully withstood the"
21,3421,Hebrew attack.  For many generations the children of Abraham
21,3422,remained an obscure people of the hilly back country engaged in
21,3423,incessant bickerings with the Philistines and with the kindred
21,3424,"tribes about them, the Moabites, the Midianites and so forth.  The"
21,3425,reader will find in the book of Judges a record of their struggles
21,3426,and disasters during this period.  For very largely it is a record
21,3427,of disasters and failures frankly told.
21,3433,"For most of this period the Hebrews were ruled, so far as there"
21,3434,"was any rule among them, by priestly judges selected by the elders"
21,3435,"of the people, but at last somewhen towards 1000 B.C. they chose"
21,3436,"themselves a king, Saul, to lead them in battle.  But Saul's"
21,3437,leading was no great improvement upon the leading of the Judges;
21,3438,he perished under the hail of Philistine arrows at the battle of
21,3439,"Mount Gilboa, his armour went into the temple of the Philistine"
21,3440,"Venus, and his body was nailed to the walls of"
21,3441,Beth-shan.
21,3445,His successor David was more successful and more politic.  With
21,3446,David dawned the only period of prosperity the Hebrew peoples were
21,3447,ever to know.  It was based on a close alliance with the
21,3448,"Phoenician city of Tyre, whose King Hiram seems to have been a man"
21,3449,of very great intelligence and enterprise.  He wished to secure a
21,3450,trade route to the Red Sea through the Hebrew hill country.
21,3451,"Normally Phoenician trade went to the Red Sea by Egypt, but Egypt"
21,3452,was in a state of profound disorder at this {119} time; there may
21,3453,"have been other obstructions to Phoenician trade along this line,"
21,3454,and at any rate Hiram established the very closest relations both
21,3455,with David and with his son and successor Solomon.  Under Hiram's
21,3456,"auspices the walls, palace and temple of Jerusalem arose, and in"
21,3457,return Hiram built and launched his ships on the Red Sea.  A very
21,3458,considerable trade passed northward and southward through
21,3459,Jerusalem.  And Solomon achieved a prosperity and magnificence
21,3460,unprecedented in the experience of his people.  He was even given
21,3461,a daughter of Pharaoh in marriage.
21,3463,But it is well to keep the proportion of things in mind.  At the
21,3464,climax of his glories Solomon was only a little subordinate king
21,3465,in a little city.  His power was so transitory that within a few
21,3466,"years of his death, Shishak the first Pharaoh of the twenty-second"
21,3467,"dynasty, had taken Jerusalem and looted most of its splendours."
21,3468,The account of Solomon's magnificence given in the books of Kings
21,3469,and Chronicles is questioned by many critics.  They say that it
21,3470,was added to and exaggerated by the patriotic pride of later
21,3471,writers.  But the Bible account read carefully is not so
21,3472,overwhelming as it appears at the first reading.  Solomon's
21,3473,"temple, if one works out the measurements, would go inside a small"
21,3474,"suburban church, and his fourteen hundred chariots cease to"
21,3475,impress us when we learn from an Assyrian monument that his
21,3476,successor Ahab sent a contingent of two thousand to the Assyrian
21,3477,army.  It is also plainly manifest from the Bible narrative that
21,3478,Solomon spent himself in display and overtaxed and overworked his
21,3479,people.  At his death the northern part of his kingdom broke off
21,3480,from Jerusalem and became the independent kingdom of Israel.
21,3481,Jerusalem remained the capital city of Judah.
21,3483,"The prosperity of the Hebrew people was short-lived.  Hiram died,"
21,3484,and the help of Tyre ceased to strengthen Jerusalem.  Egypt grew
21,3485,strong again.  The history of the kings of Israel and the kings of
21,3486,"Judah becomes a history of two little states ground between,"
21,3487,"first, Syria, then Assyria and then Babylon to the north and Egypt"
21,3488,to the south.  It is a tale of disasters and of deliverances that
21,3489,only delayed disaster.  It is a tale of barbaric kings ruling a
21,3490,barbaric people. In 721 B.C. the kingdom of Israel was swept away
21,3491,into captivity by the Assyrians and its people utterly lost to
21,3492,"history.  Judah struggled {121} on until in 604 B.C., as we have"
21,3493,"told, it shared the fate of Israel.  There may be details open to"
21,3494,criticism in the Bible story of Hebrew history from the days of
21,3495,"the Judges onward, but on the whole it is evidently a true story"
21,3496,which squares with all that has been learnt in the excavation of
21,3497,Egypt and Assyria and Babylon during the past century.
21,3507,It was in Babylon that the Hebrew people got their history
21,3508,together and evolved their tradition.  The people who came back to
21,3509,Jerusalem at the command of Cyrus were a very different people in
21,3510,spirit and knowledge from those who had gone into captivity.  They
21,3511,had learnt civilization.  In the development of their peculiar
21,3512,"character a very great part was played by certain men, a new sort"
21,3513,"of men, the Prophets, to whom we must now direct our attention."
21,3514,These Prophets mark the appearance of new and remarkable forces in
21,3515,the steady development of human society.
22,3527,The fall of Assyria and Babylon were only the first of a series of
22,3528,disasters that were to happen to the Semitic peoples.  In the
22,3529,seventh century B.C. it would have seemed as though the whole
22,3530,civilized world was to be dominated by Semitic rulers.  They ruled
22,3531,"the great Assyrian empire and they had conquered Egypt; Assyria,"
22,3532,"Babylon, Syria were all Semitic, speaking languages that were"
22,3533,mutually intelligible.  The trade of the world was in Semitic
22,3534,"hands.  Tyre, Sidon, the great mother cities of the Phoenician"
22,3535,"coast, had thrown out colonies that grew at last to even greater"
22,3536,"proportion in Spain, Sicily and Africa.  Carthage, founded before"
22,3537,"800 B.C., had risen to a population of more than a million.  It"
22,3538,was for a time the greatest city on earth.  Its ships went to
22,3539,Britain and out into the Atlantic.  They may have reached Madeira.
22,3540,We have already noted how Hiram co-operated with Solomon to build
22,3541,ships on the Red Sea for the Arabian and perhaps for the Indian
22,3542,"trade.  In the time of the Pharaoh Necho, a Phoenician expedition"
22,3543,sailed completely round Africa.
22,3545,At that time the Aryan peoples were still barbarians.  Only the
22,3546,Greeks were reconstructing a new civilization of the ruins of the
22,3547,"one they had destroyed, and the Medes were becoming ""formidable,"""
22,3548,"as an Assyrian inscription calls them, in central Asia.  In 800"
22,3549,B.C. no one could have prophesied that before the third century
22,3550,B.C. every trace of Semitic dominion would be wiped out by
22,3551,"Aryan-speaking conquerors, and that everywhere the Semitic peoples"
22,3552,would be subjects or tributaries or scattered altogether.
22,3553,"Everywhere except in the northern deserts of Arabia, where the"
22,3554,"Bedouin adhered steadily to the nomadic way of life, the ancient"
22,3555,way of life of the Semites before Sargon I and his Akkadians went
22,3556,down to conquer Sumeria.  But the Arab Bedouin were never
22,3557,conquered by Aryan masters.
22,3561,Now of all these civilized Semites who were beaten and overrun in
22,3562,these five eventful centuries one people only held together and
22,3563,"clung to its ancient traditions and that was this little people,"
22,3564,"the Jews, who were sent back to build their city of Jerusalem by"
22,3565,"Cyrus the Persian.  And they were able to do this, because they"
22,3566,"had got together this literature of theirs, their Bible, in"
22,3567,Babylon.  It is not so much the Jews who made the Bible as the
22,3568,Bible which made the Jews.  Running through this Bible were
22,3569,"certain ideas, different from the ideas of the people about them,"
22,3570,"very stimulating and sustaining ideas, to which they were destined"
22,3571,"to cling through five and twenty centuries of hardship, adventure"
22,3572,and oppression.
22,3574,"Foremost of these Jewish ideas was this, that their God was"
22,3575,"invisible and remote, an invisible God in a temple not made with"
22,3576,"hands, a Lord of Righteousness throughout the earth.  All other"
22,3577,peoples had national gods embodied in images that lived in
22,3578,"temples.  If the image was smashed and the temple razed, presently"
22,3579,"that god died out.  But this was a new idea, this God of the Jews,"
22,3580,"in the heavens, high above priests and sacrifices.  And this God"
22,3581,"of Abraham, the Jews believed, had chosen them to be his peculiar"
22,3582,"people, to restore Jerusalem and make it the capital of"
22,3583,Righteousness in the World.  They were a people exalted by their
22,3584,sense of a common destiny.  This belief saturated them all when
22,3585,they returned to Jerusalem after the captivity in Babylon.
22,3587,Is it any miracle that in their days of overthrow and subjugation
22,3588,many Babylonians and Syrians and so forth and later on many
22,3589,"Phoenicians, speaking practically the same language and having"
22,3590,"endless customs, habits, tastes and traditions in common, should"
22,3591,be attracted by this inspiring cult and should seek to share in
22,3592,"its fellowship and its promise?  After the fall of Tyre, Sidon,"
22,3593,"Carthage and the Spanish Phoenician cities, the Phoenicians"
22,3594,"suddenly vanish from history; and as suddenly we find, not simply"
22,3595,"in Jerusalem but in Spain, Africa, Egypt, Arabia, the East,"
22,3596,"wherever the Phoenicians had set their feet, communities of Jews."
22,3597,And they were all held together by the Bible and by the reading of
22,3598,the Bible.  Jerusalem was from the first only their nominal
22,3599,capital; their real city was this book of books.  This is a new
22,3600,sort of thing in history.  It is something of which the seeds were
22,3601,"sown long before, when the Sumerians {124} and Egyptians began to"
22,3602,"turn their hieroglyphics into writing.  The Jews were a new thing,"
22,3603,a people without a king and presently without a temple (for as we
22,3604,"shall tell Jerusalem itself was broken up in 70 A.D.), held"
22,3605,together and consolidated out of heterogeneous elements by nothing
22,3606,but the power of the written word.
22,3608,And this mental welding of the Jews was neither planned nor
22,3609,foreseen nor done by either priests or statesmen.  Not only a new
22,3610,kind of community but a new kind of man comes into history with
22,3611,the development of the Jews.  In the days of Solomon the Hebrews
22,3612,looked like becoming a little people just like any other little
22,3613,"people of that time clustering around court and temple, ruled by"
22,3614,the wisdom of the priest and led by the ambition of the king.  But
22,3615,"already, the reader may learn from the Bible, this new sort of man"
22,3616,"of which we speak, the Prophet, was in evidence."
22,3623,What were these Prophets?  They were men of the most diverse
22,3624,origins.  The Prophet Ezekiel was of the priestly caste and the
22,3625,"Prophet Amos wore the goatskin mantle of a shepherd, but all had"
22,3626,"this in common, that they gave allegiance to no one but to the God"
22,3627,of Righteousness and that they spoke directly to the people.  They
22,3628,"{125} came without licence or consecration.  ""Now the word of the"
22,3629,"Lord came unto me;"" that was the formula.  They were intensely"
22,3630,"political.  They exhorted the people against Egypt, ""that broken"
22,3631,"reed,"" or against Assyria or Babylon; they denounced the indolence"
22,3632,of the priestly order or the flagrant sins of the King.  Some of
22,3633,"them turned their attention to what we should now call ""social"
22,3634,"reform.""  The rich were ""grinding the faces of the poor,"" the"
22,3635,luxurious were consuming the children's bread; wealthy people made
22,3636,friends with and imitated the splendours and vices of foreigners;
22,3637,"and this was hateful to Jehovah, the God of Abraham, who would"
22,3638,certainly punish this land.
22,3642,These fulminations were written down and preserved and studied.
22,3643,"They went wherever the Jews went, and wherever they went they"
22,3644,spread a new religious spirit.  They carried the common man past
22,3645,"priest and temple, past court and king and brought him face to"
22,3646,face with the Rule of Righteousness.  That is their supreme
22,3647,importance in the history of mankind.  In the great utterances of
22,3648,Isaiah the prophetic voice rises to a pitch of splendid
22,3649,anticipation and foreshadows the whole earth united and at peace
22,3650,under one God.  Therein the Jewish prophecies culminate.
22,3652,"All the Prophets did not speak in this fashion, and the"
22,3653,intelligent reader of the prophetic books will find much hate in
22,3654,"them, much prejudice, and much that will remind him of the"
22,3655,propaganda pamphlets {126}of the present time.  Nevertheless it is
22,3656,the Hebrew Prophets of the period round and about the Babylonian
22,3657,"captivity who mark the appearance of a new power in the world, the"
22,3658,"power of individual moral appeal, of an appeal to the free"
22,3659,conscience of mankind against the fetish sacrifices and slavish
22,3660,loyalties that had hitherto bridled and harnessed our race.
23,3672,Now while after Solomon (whose reign was probably about 960 B.C.)
23,3673,the divided kingdoms of Israel and Judah were suffering
23,3674,"destruction and deportation, and while the Jewish people were"
23,3675,"developing their tradition in captivity in Babylon, another great"
23,3676,"power over the human mind, the Greek tradition, was also arising."
23,3677,While the Hebrew prophets were working out a new sense of direct
23,3678,moral responsibility between the people and an eternal and
23,3679,"universal God of Right, the Greek philosophers were training the"
23,3680,human mind in a new method and spirit of intellectual adventure.
23,3682,The Greek tribes as we have told were a branch of the
23,3683,Aryan-speaking stem. They had come down among the AEgean cities and
23,3684,islands some centuries before 1000 B.C.  They were probably
23,3685,already in southward movement before the Pharaoh Thothmes hunted
23,3686,his first elephants beyond the conquered Euphrates.  For in those
23,3687,days there were elephants in Mesopotamia and lions in Greece.
23,3689,"It is possible that it was a Greek raid that burnt Cnossos, but"
23,3690,there are no Greek legends of such a victory though there are
23,3691,stories of Minos and his palace (the Labyrinth) and of the skill
23,3692,of the Cretan artificers.
23,3702,Like most of the Aryans these Greeks had singers and reciters
23,3703,"whose performances were an important social link, and these handed"
23,3704,"down from the barbaric beginnings of their people two great epics,"
23,3705,"the _Iliad_, telling how a league of Greek tribes besieged and"
23,3706,"took and sacked the town of Troy in Asia Minor, and the _Odyssey_,"
23,3707,"being a long adventure story of the return of the sage captain,"
23,3708,"Odysseus, from Troy to his own island.  These epics were written"
23,3709,"down somewhen in the eighth or seventh century B.C., when the"
23,3710,Greeks had acquired the use of an alphabet from their more
23,3711,"civilized neighbours, but they {129} are supposed to have been in"
23,3712,existence very much earlier.  Formerly they were ascribed to a
23,3713,"particular blind bard, Homer, who was supposed to have sat down"
23,3714,and composed them as Milton composed Paradise Lost.  Whether there
23,3715,"really was such a poet, whether he composed or only wrote down and"
23,3716,"polished these epics and so forth, is a favourite quarrelling"
23,3717,ground for the erudite.  We need not concern ourselves with such
23,3718,bickerings here.  The thing that matters from our point of view is
23,3719,that the Greeks were in possession of their epics in the eighth
23,3720,"century B.C., and that they were a common possession and a link"
23,3721,"between their various tribes, giving them a sense of fellowship as"
23,3722,against the outer barbarians.  They were a group of kindred
23,3723,"peoples linked by the spoken and afterwards by the written word,"
23,3724,and sharing common ideals of courage and behaviour.
23,3726,"The epics showed the Greeks a barbaric people without iron,"
23,3727,"without writing, and still not living in cities.  They seem to"
23,3728,have lived at first in open villages of huts around the halls of
23,3729,their chiefs outside the ruins of the AEgean cities they had
23,3730,destroyed.  Then they began to wall their cities and to adopt the
23,3731,idea of temples from the people they had conquered.  It has been
23,3732,said that the cities of the primitive civilizations grew up about
23,3733,"the altar of some tribal god, and that the wall was added; in the"
23,3734,cities of the Greeks the wall preceded the temple.  They began to
23,3735,trade and send out colonies.  By the seventh century B.C. a new
23,3736,series of cities had grown up in the valleys and islands of
23,3737,"Greece, forgetful of the AEgean cities and civilization that had"
23,3738,"preceded them; Athens, Sparta, Corinth, Thebes, Samos, Miletus"
23,3739,among the chief.  There were already Greek settlements along the
23,3740,coast of the Black Sea and in Italy and Sicily.  The heel and toe
23,3741,of Italy was called Magna Graecia.  Marseilles was a Greek town
23,3742,established on the site of an earlier Phoenician colony.
23,3744,Now countries which are great plains or which have as a chief
23,3745,means of transport some great river like the Euphrates or Nile
23,3746,tend to become united under some common rule.  The cities of Egypt
23,3747,"and the cities of Sumeria, for example, ran together under one"
23,3748,system of government. But the Greek peoples were cut up among
23,3749,islands and mountain valleys; both Greece and Magna Graecia are
23,3750,very mountainous; and the tendency was all the other way.  When
23,3751,the {130} Greeks come into history they are divided up into a
23,3752,number of little states which showed no signs of coalescence.
23,3753,They are different even in race.  Some consist chiefly of citizens
23,3754,"of this or that Greek tribe, Ionic, AEolian or Doric; some have a"
23,3755,mingled population of Greeks and descendants of the pre-Greek
23,3756,"""Mediterranean"" folk; some have an unmixed free citizenship of"
23,3757,Greeks lording it over an enslaved conquered population like the
23,3758,"""Helots"" in Sparta.  In some the old leaderly Aryan families have"
23,3759,become a close aristocracy; in some there is a democracy of all
23,3760,the Aryan citizens; in some there are elected or even hereditary
23,3761,"kings, in some usurpers or tyrants."
23,3765,And the same geographical conditions that kept the Greek states
23,3766,"divided and various, kept them small.  The largest states were"
23,3767,"smaller than many English counties, and it is doubtful if the"
23,3768,population of any of their cities ever exceeded a third of a
23,3769,"million.  Few came up even to 50,000.  There were unions of"
23,3770,interest and sympathy but no coalescences.  Cities made leagues
23,3771,"and alliances as {131} trade increased, and small cities put"
23,3772,themselves under the protection of great ones.  Yet all Greece was
23,3773,"held together in a certain community of feeling by two things, by"
23,3774,the epics and by the custom of taking part every fourth year in
23,3775,the athletic contests at Olympia.  This did not prevent wars and
23,3776,"feuds, but it mitigated something of the savagery of war between"
23,3777,"them, and a truce protected all travellers to and from the games."
23,3778,As time went on the sentiment of a common heritage grew and the
23,3779,number of states participating in the Olympic games increased
23,3780,until at last not only Greeks but competitors from the closely
23,3781,kindred countries of Epirus and Macedonia to the north were
23,3782,admitted.
23,3784,"The Greek cities grew in trade and importance, and the quality of"
23,3785,their civilization rose steadily in the seventh and sixth
23,3786,centuries B.C.  Their social life differed in many interesting
23,3787,points from the social life of the AEgean and river valley
23,3788,civilizations.  They had splendid temples but the priesthood was
23,3789,not the great traditional body it was in the cities of the older
23,3790,"world, the-repository of all knowledge, the storehouse of ideas."
23,3791,"They had leaders and noble families, but no quasi-divine monarch"
23,3792,surrounded by an elaborately organized court.  Rather their
23,3793,"organization was aristocratic, with leading families which kept"
23,3794,"each other in order.  Even their so-called ""democracies"" were"
23,3795,aristocratic; every citizen had a share in public affairs and came
23,3796,"to the assembly in a democracy, but everybody was not a _citizen_."
23,3797,"The Greek democracies were not like our modern ""democracies"" in"
23,3798,which everyone has a vote.  Many of the Greek democracies had a
23,3799,few hundred or a few thousand citizens and then many thousands of
23,3800,"slaves, freedmen and so forth, with no share in public affairs."
23,3801,Generally in Greece affairs were in the hands of a community of
23,3802,substantial men.  Their kings and their tyrants alike were just
23,3803,men set in front of other men or usurping a leadership; they were
23,3804,not quasi-divine overmen like Pharaoh or Minos or the monarchs of
23,3805,Mesopotamia.  Both thought and government therefore had a freedom
23,3806,under Greek conditions such as they had known in none of the older
23,3807,civilizations.  The Greeks had brought down into cities the
23,3808,"individualism, the personal initiative of the wandering life of"
23,3809,the northern parklands.  They were the first republicans of
23,3810,importance in history.
23,3816,And we find that as they emerge from a condition of barbaric
23,3817,warfare a new thing becomes apparent in their intellectual life.
23,3818,We find men who are not priests seeking and recording knowledge
23,3819,"and enquiring into the mysteries of life and being, in a way that"
23,3820,has hitherto been the sublime privilege of priesthood or the
23,3821,presumptuous amusement of kings.  We find already in the sixth
23,3822,century B.C.--perhaps while Isaiah was still prophesying in
23,3823,Babylon--such men as Thales and Anaximander of Miletus and
23,3824,"Heraclitus of Ephesus, who were what we should now call"
23,3825,"independent gentlemen, giving their minds to shrewd questionings"
23,3826,"of the world in which we live, asking what its real nature was,"
23,3827,"whence it came and what its destiny might be, and refusing all"
23,3828,ready-made or evasive answers.  Of these questionings of the
23,3829,"universe by the Greek mind, we shall have more to say a little"
23,3830,later in this history.  These Greek enquirers {133} who begin to
23,3831,be remarkable in the sixth century B.C. are the first
23,3832,"philosophers, the first ""wisdom-lovers,"" in the world."
23,3834,And it may be noted here how important a century this sixth
23,3835,century B.C. was in the history of humanity.  For not only were
23,3836,these Greek philosophers beginning the research for clear ideas
23,3837,about this universe and man's place in it and Isaiah carrying
23,3838,"Jewish prophecy to its sublimest levels, but as we shall tell"
23,3839,later Gautama Buddha was then teaching in India and Confucius and
23,3840,Lao Tse in China.  From Athens to the Pacific the human mind was
23,3841,astir.
24,3853,"While the Greeks in the cities in Greece, South Italy and Asia"
24,3854,Minor were embarking upon free intellectual enquiry and while in
24,3855,Babylon and Jerusalem the last of the Hebrew prophets were
24,3856,"creating a free conscience for mankind, two adventurous Aryan"
24,3857,"peoples, the Medes and the Persians, were in possession of the"
24,3858,"civilization of the ancient world and were making a great empire,"
24,3859,"the Persian empire, which was far larger in extent than any empire"
24,3860,"the world had seen hitherto.  Under Cyrus, Babylon and the rich"
24,3861,and ancient civilization of Lydia had been added to the Persian
24,3862,rule; the Phoenician cities of the Levant and all the Greek cities
24,3863,"in Asia Minor had been made tributary, Cambyses had subjected"
24,3864,"Egypt, and Darius I, the Mede, the third of the Persian rulers"
24,3865,"(521 B.C.), found himself monarch as it seemed of all the world."
24,3866,His couriers rode with his decrees from the Dardanelles to the
24,3867,Indus and from Upper Egypt to Central Asia.
24,3869,"The Greeks in Europe, it is true, Italy, Carthage, Sicily and the"
24,3870,"Spanish Phoenician settlements, were not under the Persian Peace;"
24,3871,but they treated it with respect and the only people who gave any
24,3872,serious trouble were the old parent hordes of Nordic people in
24,3873,"South Russia and Central Asia, the Scythians, who raided the"
24,3874,northern and north-eastern borders.
24,3876,Of course the population of this great Persian empire was not a
24,3877,"population of Persians, The Persians were only the small"
24,3878,conquering minority of this enormous realm.  The rest of the
24,3879,population was what it had been before the Persians came from time
24,3880,"immemorial, only that Persian was the administrative language."
24,3881,"Trade and finance were still largely Semitic, Tyre and Sidon as of"
24,3882,old were the great Mediterranean ports and Semitic shipping plied
24,3883,upon the seas.  But many of these Semitic merchants and business
24,3884,people as {135} they went from place to place already found a
24,3885,sympathetic and convenient common history in the Hebrew tradition
24,3886,and the Hebrew scriptures.  A new element which was increasing
24,3887,rapidly in this empire was the Greek element.  The Greeks were
24,3888,"becoming serious rivals to the Semites upon the sea, and their"
24,3889,"detached and vigorous intelligence made them useful and,"
24,3890,unprejudiced officials.
24,3894,It was on account of the Scythians that Darius I invaded Europe.
24,3895,"He wanted to reach South Russia, the homeland of the Scythian"
24,3896,horsemen.  He crossed the Bosphorus with a great army and marched
24,3897,"through Bulgaria to the Danube, crossed this by a bridge of boats"
24,3898,and pushed far northward.  His army suffered terribly.  It was
24,3899,largely an infantry force and the mounted Scythians rode all round
24,3900,"it, cut off its supplies, destroyed any stragglers and never came"
24,3901,to a pitched battle.  Darius was forced into an inglorious
24,3902,retreat.
24,3904,He returned himself to Susa but he left an army in Thrace and
24,3905,"Macedonia, and Macedonia submitted to Darius.  Insurrections of"
24,3906,"the Greek cities in Asia followed this failure, and the European"
24,3907,Greeks were drawn into the contest.  Darius resolved upon the
24,3908,subjugation of the Greeks in Europe.  With the Phoenician fleet at
24,3909,"his disposal he was able to subdue one island after another, and"
24,3910,finally in 490 B.C. he made his main attack upon Athens.  A
24,3911,considerable Armada sailed from the ports of Asia Minor and the
24,3912,"eastern Mediterranean, and the expedition landed its troops at"
24,3913,Marathon to the north of Athens.  There they were met and signally
24,3914,defeated by the Athenians.
24,3918,An extraordinary thing happened at this time.  The bitterest rival
24,3919,"of Athens in Greece was Sparta, but now Athens appealed to Sparta,"
24,3920,"sending a herald, a swift runner, imploring the Spartans not to"
24,3921,let Greeks become slaves to barbarians.  This runner (the
24,3922,"prototype of all ""Marathon"" runners) did over a hundred miles of"
24,3923,broken country in less than two days.  The Spartans responded
24,3924,"promptly and generously; but when, in three days, the Spartan"
24,3925,"force reached Athens, there was nothing for it to do but to view"
24,3926,the battlefield and the bodies of the defeated Persian soldiers.
24,3927,The Persian fleet had returned to Asia.  So ended the first
24,3928,Persian attack on Greece.
24,3930,The next was much more impressive.  Darius died soon after the
24,3931,"news of his defeat at Marathon reached him, and for four years his"
24,3932,"son and successor, Xerxes, prepared a host to crush the Greeks."
24,3933,For a time terror united all the Greeks.  The army of Xerxes was
24,3934,certainly the greatest that had hitherto been assembled in the
24,3935,world.  It was a huge assembly of discordant elements.  It crossed
24,3936,"the Dardanelles, 480 B.C., by a bridge of boats; and along the"
24,3937,coast as it advanced moved an equally miscellaneous fleet carrying
24,3938,supplies.  At the narrow pass of Thermopylae a small force of 1400
24,3939,"men under the Spartan Leonidas resisted this multitude, and after"
24,3940,a fight of unsurpassed heroism was completely destroyed.  Every
24,3941,man was killed.  But the losses they inflicted upon the Persians
24,3942,"were enormous, and the army of Xerxes pushed on to Thebes and"
24,3943,Athens in a chastened mood.  Thebes surrendered and made terms.
24,3944,The Athenians abandoned their city and it was burnt.
24,3954,"Greece seemed in the hands of the conqueror, but again came"
24,3955,"victory against the odds and all expectations.  The Greek fleet,"
24,3956,"though not a third the size of the Persian, assailed it in the bay"
24,3957,of Salamis and destroyed it.  Xerxes found himself and his immense
24,3958,army cut off from supplies and his heart failed him.  He retreated
24,3959,"to Asia with one half of his army, leaving the rest to be defeated"
24,3960,at Platea (479 B.C.) what time the remnants of the Persian fleet
24,3961,were hunted down by the Greeks and destroyed at Mycalae in Asia
24,3962,Minor.
24,3964,The Persian danger was at an end.  Most of the Greek cities in
24,3965,Asia became free.  All this is told in great detail and with much
24,3966,"picturesqueness in the first of written histories, the _History_"
24,3967,of {138} Herodotus.  This Herodotus was born about 484 B.C. in the
24,3968,"Ionian city of Halicarnassus in Asia Minor, and he visited Babylon"
24,3969,and Egypt in his search for exact particulars.  From Mycalae onward
